LOCAL_DATE,MIN_TEMPERATURE,MAX_TEMPERATURE,Rain Inches,Total Snow Inches (E2/2.54),Snow On Ground (Inches)
9/28/2015 0:00,2,18,0,0,0
9/29/2015 0:00,9.5,20,0,0,0
9/30/2015 0:00,9.5,20,0,0,0
10/1/2015 0:00,8,18,0.094488189,0,0
10/2/2015 0:00,5,11,0,0,0
10/3/2015 0:00,-2,14,0,0,0
10/4/2015 0:00,-2.5,16,0,0,0
10/5/2015 0:00,-3,16,0,0,0
10/6/2015 0:00,2,14,0,0,0
10/7/2015 0:00,3,17.5,0.023622047,0,0
10/8/2015 0:00,8.5,15,0.37007874,0,0
10/9/2015 0:00,10,18,0.039370079,0,0
10/10/2015 0:00,7,13,0,0,0
10/11/2015 0:00,3,10,0,0,0
10/12/2015 0:00,0,13,0,0,0
10/13/2015 0:00,-1,13.5,0,0,0
10/14/2015 0:00,0,12.5,0,0,0
10/16/2015 0:00,1,13,0,0,0
10/17/2015 0:00,6,15,0,0,0
10/18/2015 0:00,-1,10.5,0.275590551,0,0
10/19/2015 0:00,1,13,0,0,0
10/21/2015 0:00,1.5,13.5,0,0,0
10/22/2015 0:00,-0.5,10,0,0,0
10/23/2015 0:00,-1,6.5,0.094488189,0,0
10/24/2015 0:00,0,3,0,0,0
10/25/2015 0:00,1.5,7.5,0,0,0
10/26/2015 0:00,-2,8.5,0,0,0
10/27/2015 0:00,-6,7.5,0,0,0
10/28/2015 0:00,-0.5,4,0.169291339,0,0
10/29/2015 0:00,0,9.5,0.011811024,0,0
10/30/2015 0:00,0,11,0,0,0
10/31/2015 0:00,-1,5,0,0,0
11/1/2015 0:00,-1,4,0,0,0
11/2/2015 0:00,-2,7.5,0,0,0
11/3/2015 0:00,-1.5,3.5,0,0,0
11/4/2015 0:00,-2.5,9.5,0,0,0
11/5/2015 0:00,-5.5,5.5,0,0,0
11/6/2015 0:00,-4,9,0,0,0
11/7/2015 0:00,-4,7,0,0,0
11/8/2015 0:00,-7,1,0,0,0
11/9/2015 0:00,-4,0,0,0,0
11/11/2015 0:00,-2,4,0,0,0
11/12/2015 0:00,-4,7.5,0,0,0
11/13/2015 0:00,-3,5,0,0,0
11/14/2015 0:00,-6.5,3,0,0,0
11/15/2015 0:00,-9.5,0,0,0,0
11/16/2015 0:00,-8,5,0,0,0
11/17/2015 0:00,-4,-1.5,0,0,0
11/18/2015 0:00,-13.5,0,0,0,0
11/19/2015 0:00,-13,1.5,0,0,0
11/20/2015 0:00,-14,-4.5,0,0,0
11/21/2015 0:00,-6.5,8,0,0,0
11/22/2015 0:00,-4,4,0,0,0
11/23/2015 0:00,-5,-0.5,0,0,0
11/24/2015 0:00,-17,-5,0,0,0
11/25/2015 0:00,-18.5,-6.5,0,0,0
11/26/2015 0:00,-17.5,-7,0,0,0
11/27/2015 0:00,-14,-7,0,0,0
11/29/2015 0:00,-17,-9,0,0,0
11/30/2015 0:00,-16,-8,0,0,0
12/1/2015 0:00,-9,-4,0,0,0
12/2/2015 0:00,-8,-1,0,0,0.787
12/3/2015 0:00,-4.5,0,0,1.181,2.362
12/4/2015 0:00,-7,2,0,0,0
12/5/2015 0:00,-4,1,0,0,0
12/6/2015 0:00,-4.5,2,0,0,0
12/7/2015 0:00,-4,0.5,0,1.575,3.937
12/8/2015 0:00,-8,0.5,0,0,5.512
12/9/2015 0:00,-9,-2,0,0,6.693
12/10/2015 0:00,-16,-4,0,1.181,5.906
12/11/2015 0:00,-5.5,-1,0,0,7.087
12/12/2015 0:00,-6.5,-2,0,0,0
12/13/2015 0:00,-4,-2,0,0,0
12/14/2015 0:00,-12.5,-6,0,0,9.055
12/17/2015 0:00,-16,-7,0,2.756,8.661
12/18/2015 0:00,-8,-5.5,0,0,11.417
12/19/2015 0:00,-18,-7.5,0,0,0
12/20/2015 0:00,-17.5,-9,0,0,0
12/21/2015 0:00,-17.5,-8,0,1.181,10.63
12/22/2015 0:00,-16,-6.5,0,0,11.417
12/23/2015 0:00,-10,-6,0,0,11.417
12/24/2015 0:00,-8,-5,0,0,11.024
12/25/2015 0:00,-10.5,-8,0,0,0
12/26/2015 0:00,-10.5,-7,0,0,0
12/27/2015 0:00,-14,-7,0,0,0
12/30/2015 0:00,-14,-10,0,0,11.024
12/31/2015 0:00,-13,-11,0,0,11.024
1/1/2016 0:00,-14,-11,0,0,0
1/2/2016 0:00,-21,-15,0,0,0
1/3/2016 0:00,-22,-14,0,0,0
1/4/2016 0:00,-17,-11,0,0,10.63
1/5/2016 0:00,-22,-12,0,1.181,10.63
1/6/2016 0:00,-20,-6.5,0,0,11.811
1/8/2016 0:00,-8,-5,0,0,11.811
1/9/2016 0:00,-13,-8,0,0,11.811
1/10/2016 0:00,-9.5,-5,0,0,11.811
1/13/2016 0:00,-10,-4,0,0.394,11.811
1/14/2016 0:00,-6,-0.5,0,0,12.598
1/15/2016 0:00,-6,-1.5,0,0,12.598
1/16/2016 0:00,-4,-1.5,0,0,0
1/17/2016 0:00,-4.5,-3.5,0,0,0
1/18/2016 0:00,-6,-1.5,0,0,14.173
1/19/2016 0:00,-10,0,0,0,14.567
1/20/2016 0:00,-10,-2,0,0,14.173
1/24/2016 0:00,-7,-3.5,0,0,0
1/25/2016 0:00,-7,0,0,0,14.173
1/26/2016 0:00,-4.5,6.5,0,0,13.78
1/27/2016 0:00,-2.5,4.5,0,0,13.78
1/28/2016 0:00,-1,7,0,0,12.598
1/29/2016 0:00,-6,2,0,0,12.598
1/30/2016 0:00,-6,1,0,0,0
1/31/2016 0:00,-3,0,0,0.197,0
2/1/2016 0:00,-9,1,0,0,12.598
2/2/2016 0:00,-16.5,-4,0,0,13.386
2/4/2016 0:00,-15,3,0,0,13.386
2/14/2016 0:00,-1,5,0,0,0
2/16/2016 0:00,-3.5,6,0,0,12.205
2/17/2016 0:00,-4,3,0,0,11.024
2/18/2016 0:00,-1,7.5,0,0,10.63
2/21/2016 0:00,-8.5,2.5,0,0,0
2/22/2016 0:00,-8,6.5,0,0,10.236
2/23/2016 0:00,-13,4.5,0,0,10.236
2/24/2016 0:00,-3.5,5,0,0,9.843
2/25/2016 0:00,-1,8,0,0,9.843
2/28/2016 0:00,1,4,0,0,0
2/29/2016 0:00,-7,7.5,0,0,0
3/1/2016 0:00,-5.5,3.5,0,0,8.268
3/3/2016 0:00,-1,5.5,0,0,9.449
3/6/2016 0:00,-3.5,8.5,0,0,0
3/7/2016 0:00,-4.5,7,0,0,5.512
3/8/2016 0:00,-5,9,0,0,5.512
3/9/2016 0:00,-5,8,0,0,5.118
3/11/2016 0:00,-5,6.5,0,0,4.724
3/12/2016 0:00,-1,5,0,0,0
3/13/2016 0:00,-6,5,0,0.197,0
3/14/2016 0:00,-3,8,0,0,0
3/15/2016 0:00,-4.5,8,0,0,0
3/16/2016 0:00,-7.5,7,0,0,0
3/17/2016 0:00,-9.5,8,0,0,0
3/18/2016 0:00,-7.5,8,0,0,0
3/20/2016 0:00,-2,10,0,0,0
3/21/2016 0:00,-3.5,8.5,0,0,0
3/23/2016 0:00,-2,8.5,0,0,0
3/25/2016 0:00,-5,10,0,0,0
3/26/2016 0:00,0,10,0,0,0
3/28/2016 0:00,-5,10,0,0,0
3/29/2016 0:00,-2,18,0,0,0
3/30/2016 0:00,-1,21,0,0,0
3/31/2016 0:00,-2,23,0,0,0
4/2/2016 0:00,3.5,14,0,0,0
4/4/2016 0:00,4,12.5,0,0,0
4/5/2016 0:00,3.5,8,0,0,0
4/6/2016 0:00,-2,13,0,0,0
4/7/2016 0:00,-1,19.5,0,0,0
4/9/2016 0:00,0,15,0,0,0
4/10/2016 0:00,-1,17,0,0,0
4/11/2016 0:00,0,17,0.102362205,0,0
4/12/2016 0:00,3.5,10.5,0.047244094,0,0
4/13/2016 0:00,-0.5,10.5,0.062992126,0,0
4/14/2016 0:00,-4,14.5,0,0,0
4/16/2016 0:00,4,11,0,0,0
4/17/2016 0:00,3,12.5,0,0,0
4/18/2016 0:00,0.5,20,0,0,0
4/19/2016 0:00,-4.5,16.5,0,0,0
4/20/2016 0:00,-2,22,0,0,0
4/21/2016 0:00,2,18,0,0,0
4/23/2016 0:00,7,17,0,0,0
4/24/2016 0:00,5,8,0,0,0
4/25/2016 0:00,1.5,11.5,0,0,0
4/26/2016 0:00,0.5,11,0,0,0
4/27/2016 0:00,1,15,0,0,0
4/28/2016 0:00,0,15,0.05511811,0,0
4/30/2016 0:00,-3,14,0,0,0
5/2/2016 0:00,4,24,0,0,0
5/3/2016 0:00,5.5,17,0.118110236,0,0
5/4/2016 0:00,4.5,13,0,0,0
5/5/2016 0:00,-3,18.5,0,0,0
5/7/2016 0:00,9,15.5,0,0,0
5/8/2016 0:00,1.5,16,0,0,0
5/9/2016 0:00,0,20,0,0,0
5/10/2016 0:00,2.5,19,0,0,0
5/11/2016 0:00,7.5,15,0.039370079,0,0
5/12/2016 0:00,-1,18,0,0,0
5/14/2016 0:00,1,23,0,0,0
5/16/2016 0:00,8,19,0,0,0
5/17/2016 0:00,7.5,15,0,0,0
5/18/2016 0:00,3.5,16,0,0,0
5/19/2016 0:00,5,16,0.157480315,0,0
5/21/2016 0:00,4,19.5,0,0,0
5/22/2016 0:00,9,25,0,0,0
5/24/2016 0:00,5,21.5,0,0,0
5/25/2016 0:00,0,18.5,0,0,0
5/26/2016 0:00,7.5,14.5,0,0,0
5/28/2016 0:00,3.5,15,0,0,0
5/30/2016 0:00,2.5,18,0,0,0
5/31/2016 0:00,6,17,0.236220472,0,0
6/1/2016 0:00,8.5,19,0.181102362,0,0
6/2/2016 0:00,8,17,0.102362205,0,0
6/4/2016 0:00,5,19,0,0,0
6/6/2016 0:00,13,23,0,0,0
6/7/2016 0:00,5,23,0,0,0
6/8/2016 0:00,10,13,0.291338583,0,0
6/9/2016 0:00,2.5,18,0.078740157,0,0
6/10/2016 0:00,6,18,0.37007874,0,0
6/11/2016 0:00,10,17,0,0,0
6/13/2016 0:00,4,17.5,0,0,0
6/14/2016 0:00,7,13,0.181102362,0,0
6/15/2016 0:00,7.5,11,0.677165354,0,0
6/16/2016 0:00,6.5,14,0.496062992,0,0
6/18/2016 0:00,6,25,0,0,0
6/20/2016 0:00,7.5,26,0,0,0
6/21/2016 0:00,8,21,0.141732283,0,0
6/22/2016 0:00,7,20,0.401574803,0,0
6/23/2016 0:00,6,23,0,0,0
6/25/2016 0:00,7,21.5,0,0,0
6/27/2016 0:00,7,29,0,0,0
6/28/2016 0:00,12,29,0,0,0
6/29/2016 0:00,8.5,27,0,0,0
7/1/2016 0:00,11,23,0,0,0
7/2/2016 0:00,12,18.5,0,0,0
7/4/2016 0:00,9,11.5,0.68503937,0,0
7/5/2016 0:00,10,16.5,0.031496063,0,0
7/6/2016 0:00,11.5,17,0,0,0
7/7/2016 0:00,8,20,0.188976378,0,0
7/9/2016 0:00,8.5,25,0,0,0
7/11/2016 0:00,10.5,23,0,0,0
7/12/2016 0:00,11,23,0.25984252,0,0
7/13/2016 0:00,11.5,21,0.984251969,0,0
7/14/2016 0:00,10.5,19.5,0.338582677,0,0
7/16/2016 0:00,9,27.5,0,0,0
7/17/2016 0:00,13,27,0,0,0
7/18/2016 0:00,10,27,0,0,0
7/19/2016 0:00,14.5,23,0,0,0
7/20/2016 0:00,11,23,0,0,0
7/21/2016 0:00,11,23,0,0,0
7/23/2016 0:00,11,20,0,0,0
7/25/2016 0:00,9,25,0,0,0
7/26/2016 0:00,7,27,0,0,0
7/27/2016 0:00,9,26,0,0,0
7/28/2016 0:00,10.5,27,0,0,0
7/29/2016 0:00,10,22,0,0,0
7/30/2016 0:00,10,20.5,0,0,0
7/31/2016 0:00,12,25,0,0,0
8/1/2016 0:00,9,26,0,0,0
8/2/2016 0:00,9,28,0,0,0
8/3/2016 0:00,9,23,0,0,0
8/4/2016 0:00,8.5,18,0.472440945,0,0
8/6/2016 0:00,11,23.5,0,0,0
8/8/2016 0:00,10,29,0.11023622,0,0
8/9/2016 0:00,13,22,0,0,0
8/10/2016 0:00,9,25,0,0,0
8/11/2016 0:00,12,25.5,0,0,0
8/13/2016 0:00,7.5,26,0,0,0
8/15/2016 0:00,8,25,0,0,0
8/16/2016 0:00,5.5,23,0,0,0
8/17/2016 0:00,4.5,24.5,0,0,0
8/18/2016 0:00,4,27,0,0,0
8/20/2016 0:00,10.5,24,0,0,0
8/22/2016 0:00,10,22.5,0,0,0
8/23/2016 0:00,4.5,25.5,0,0,0
8/24/2016 0:00,9,27,0,0,0
8/25/2016 0:00,7,29,0,0,0
8/27/2016 0:00,13.5,18.5,0,0,0
8/28/2016 0:00,3.5,13,0,0,0
8/29/2016 0:00,10,15.5,0.173228346,0,0
8/30/2016 0:00,10.5,16,0.818897638,0,0
8/31/2016 0:00,11,15.5,0.456692913,0,0
9/1/2016 0:00,8.5,17,0.133858268,0,0
9/3/2016 0:00,8,15,0,0,0
9/4/2016 0:00,6.5,14,0,0,0
9/6/2016 0:00,7.5,18,0.039370079,0,0
9/7/2016 0:00,5,10.5,0.535433071,0,0
9/8/2016 0:00,5.5,16,0.086614173,0,0
9/10/2016 0:00,6,15,0,0,0
9/12/2016 0:00,-0.5,20.5,0,0,0
9/13/2016 0:00,2,25,0,0,0
9/14/2016 0:00,6,23,0,0,0
9/15/2016 0:00,5,20,0,0,0
9/17/2016 0:00,5,17,0,0,0
9/19/2016 0:00,5,15,0.255905512,0,0
9/20/2016 0:00,1.5,17.5,0,0,0
9/21/2016 0:00,-1,19,0,0,0
9/22/2016 0:00,-1,20,0.11023622,0,0
9/24/2016 0:00,0.5,12,0,0,0
9/26/2016 0:00,9,15,0.047244094,0,0
9/27/2016 0:00,-0.5,15,0,0,0
9/28/2016 0:00,-1,15,0,0,0
9/29/2016 0:00,-1.5,14.5,0,0,0
10/1/2016 0:00,4,8.5,0,0,0
10/3/2016 0:00,-0.5,15,0.216535433,0,0
10/4/2016 0:00,5.5,10,0,0,0
10/5/2016 0:00,4.5,10.5,0.354330709,0,0
10/6/2016 0:00,3.5,10,0,0,0
10/8/2016 0:00,0,3,0,0,0
10/9/2016 0:00,-1,3,0,0,0
10/10/2016 0:00,-3,7,0,0,0
10/11/2016 0:00,-6,7,0,0,0
10/12/2016 0:00,-7,5.5,0.078740157,0,0
10/13/2016 0:00,0,3.5,0.299212598,0,0
10/15/2016 0:00,0,2.5,0,0,0
10/16/2016 0:00,0,3.5,0,0,0
10/17/2016 0:00,1.5,6,0,0,0
10/18/2016 0:00,2.5,6.5,0,0,0
10/19/2016 0:00,0,7,0,0,0
10/20/2016 0:00,1.5,7,0,0,0
10/22/2016 0:00,-1.5,7.5,0,0,0
10/24/2016 0:00,2,6,0.25984252,0,0
10/25/2016 0:00,2,5,0.062992126,0,0
10/26/2016 0:00,2.5,6,0.220472441,0,0
10/27/2016 0:00,3,6,0.125984252,0,0
10/28/2016 0:00,2,5.5,0,0,0
10/29/2016 0:00,3,5,0,0,0
10/30/2016 0:00,3,6.5,0,0,0
10/31/2016 0:00,2,8,0.031496063,0,0
11/1/2016 0:00,-0.5,6,0,0,0
11/2/2016 0:00,-2,7,0.039370079,0,0
11/3/2016 0:00,0,9,0,0,0
11/5/2016 0:00,3,9,0,0,0
11/7/2016 0:00,-1,12.5,0.196850394,0,0
11/8/2016 0:00,5,5.5,0.236220472,0,0
11/9/2016 0:00,-0.5,7,0,0,0
11/11/2016 0:00,0,7.5,0,0,0
11/12/2016 0:00,1,4,0,0,0
11/14/2016 0:00,-2,5,0,0,0
11/15/2016 0:00,-4,2,0,0,0
11/16/2016 0:00,-1.5,2,0,0,0
11/17/2016 0:00,0,1.5,0,0,0
11/19/2016 0:00,-2,-1,0,0,0
11/21/2016 0:00,-3,0.5,0,0,0
11/22/2016 0:00,-0.5,1.5,0,1.575,0
11/23/2016 0:00,-5,2,0,0,2.756
11/24/2016 0:00,-5,0.5,0,0,3.15
11/26/2016 0:00,-10,-3,0,0,0
11/28/2016 0:00,-7,-1,0,0,3.937
11/29/2016 0:00,-7.5,2.5,0,0,0
11/30/2016 0:00,-2.5,2,0,0,2.756
12/1/2016 0:00,-8,2,0,0,3.543
12/3/2016 0:00,-4,1,0,0,0
12/4/2016 0:00,-12,6,0,0,0
12/6/2016 0:00,-17,-13.5,0,0,2.756
12/7/2016 0:00,-22,-13.5,0,0,2.756
12/8/2016 0:00,-24,-15,0,0,2.756
12/10/2016 0:00,-17,-12,0,0,0
12/12/2016 0:00,-25.5,-16.5,0,0,2.756
12/13/2016 0:00,-26,-16.5,0,0,2.756
12/14/2016 0:00,-22,-16,0,0,2.756
12/15/2016 0:00,-26.5,-17,0,0,2.756
12/17/2016 0:00,-22,-11.5,0,0,0
12/19/2016 0:00,-2.5,3,0,0,2.756
12/20/2016 0:00,-7,2.5,0,0,2.756
12/22/2016 0:00,-3,-1,0,0,7.087
12/24/2016 0:00,-13,-12,0,0,0
12/25/2016 0:00,-22.5,-11,0,0,0
12/26/2016 0:00,-14,-5,0,0,0
12/29/2016 0:00,-12,-4,0,0.787,7.874
12/31/2016 0:00,-15,-3.5,0,0,0
1/1/2017 0:00,-23.5,-12.5,0,0,0
1/3/2017 0:00,-22,-11,0,0,8.268
1/4/2017 0:00,-22,-11,0,0,8.268
1/5/2017 0:00,-21,-9.5,0,0,8.661
1/7/2017 0:00,-12.5,-12,0,0,0
1/9/2017 0:00,-16.5,-11.5,0,0,12.598
1/10/2017 0:00,-29.5,-18.5,0,0,12.598
1/11/2017 0:00,-30,-16,0,0,11.811
1/12/2017 0:00,-27,-16,0,0,11.811
1/14/2017 0:00,-7.5,-0.5,0,0,0
1/16/2017 0:00,-3,3,0,0,11.417
1/17/2017 0:00,0,2,0,0,11.024
1/18/2017 0:00,0.5,5,0,0,10.236
1/19/2017 0:00,-4.5,3,0,0,9.843
1/21/2017 0:00,-4,1,0,0,0
1/23/2017 0:00,-10,-1,0,0,8.661
1/24/2017 0:00,-9,-2,0,0,8.661
1/25/2017 0:00,-7,0.5,0,0,8.661
1/26/2017 0:00,-5,6.5,0,0,8.661
1/27/2017 0:00,2,8,0,0,8.661
1/28/2017 0:00,1,4.5,0,0,0
1/29/2017 0:00,-1,3,0,0,0
1/30/2017 0:00,-8,2,0,0,6.693
1/31/2017 0:00,-15,-5.5,0,0,6.693
2/1/2017 0:00,-20.5,-5.5,0,0,6.693
2/2/2017 0:00,-20.5,-10,0,0,6.693
2/4/2017 0:00,-21,-8,0,0,6.693
2/6/2017 0:00,-25,-9,0,0,6.693
2/7/2017 0:00,-26.5,-12,0,0,6.693
2/8/2017 0:00,-27,-11,0,0,6.693
2/9/2017 0:00,-21,-10.5,0,0.787,6.693
2/11/2017 0:00,-14,4,0,0,0
2/12/2017 0:00,0,6,0,0,0
2/14/2017 0:00,-4,4,0.157480315,0,5.512
2/15/2017 0:00,0,10.5,0.157480315,0,5.512
2/16/2017 0:00,0,10.5,0,0,5.118
2/18/2017 0:00,-6,0,0,0,0
2/20/2017 0:00,-4,1,0,0,7.48
2/21/2017 0:00,-7,3,0,0,7.48
2/22/2017 0:00,-11,0,0,0,7.087
2/23/2017 0:00,-18,-3,0,0,6.299
2/25/2017 0:00,-16,-2,0,0,0
2/27/2017 0:00,-13,0.5,0,0,7.48
2/28/2017 0:00,-16,-3,0,0,7.087
3/1/2017 0:00,-18,3.5,0,0,7.087
3/2/2017 0:00,-7.5,8.5,0,0,7.087
3/4/2017 0:00,-11,-3,0,0,0
3/5/2017 0:00,-11,-3,0,0,0
3/6/2017 0:00,-12,-2,0,0,0
3/7/2017 0:00,-10,-6,0,0,3.937
3/8/2017 0:00,-11.5,-8,0,0.394,4.331
3/9/2017 0:00,-15.5,-8,0,0,4.724
3/13/2017 0:00,-11,11,0,0,7.48
3/14/2017 0:00,-3,12,0,0,3.543
3/15/2017 0:00,-4,7,0,0,1.969
3/16/2017 0:00,-5,4,0,0,1.969
3/18/2017 0:00,-5.5,3.5,0,0,0
3/20/2017 0:00,-9.5,7,0,0,1.969
3/21/2017 0:00,-7.5,6,0,0,1.575
3/23/2017 0:00,-3.5,7.5,0,0,0
3/25/2017 0:00,-2,6,0,0,0
3/27/2017 0:00,-1,9.5,0,0,0
3/28/2017 0:00,0,9.5,0,0,0
3/29/2017 0:00,-4,9.5,0,0,0
3/30/2017 0:00,-3,12,0,0,0
4/1/2017 0:00,0,8,0,0,0
4/3/2017 0:00,-5,11.5,0,0,0
4/4/2017 0:00,-4,10,0.196850394,0,0
4/5/2017 0:00,0,10.5,0,0,0
4/6/2017 0:00,-5,10.5,0,0,0
4/8/2017 0:00,2.5,8.5,0,0,0
4/10/2017 0:00,-4,11.5,0,0,0
4/11/2017 0:00,-1,9.5,0.031496063,0,0
4/12/2017 0:00,-0.5,11,0,0,0
4/14/2017 0:00,-1,4,0,0,0
4/15/2017 0:00,-0.5,7.5,0,0,0
4/18/2017 0:00,-1,7,0,0,0
4/19/2017 0:00,-1.5,12.5,0,0,0
4/20/2017 0:00,-3,14,0,0,0
4/22/2017 0:00,-1,13.5,0,0,0
4/24/2017 0:00,1,13,0,0,0
4/25/2017 0:00,-2.5,15,0,0,0
4/26/2017 0:00,5,15,0,0,0
4/27/2017 0:00,2,10,0,0,0
4/29/2017 0:00,-3,6,0,0,0
5/1/2017 0:00,-4,10.5,0,0,0
5/2/2017 0:00,-4,15.5,0.039370079,0,0
5/3/2017 0:00,5,15,0,0,0
5/4/2017 0:00,3,14.5,0.181102362,0,0
5/6/2017 0:00,4,10,0,0,0
5/8/2017 0:00,3.5,15,0,0,0
5/9/2017 0:00,-1,15,0,0,0
5/10/2017 0:00,-1.5,17,0.047244094,0,0
5/11/2017 0:00,7,10,0.937007874,0,0
5/12/2017 0:00,5,7,0.228346457,0,0
5/13/2017 0:00,1,11,0,0,0
5/14/2017 0:00,4,12,0.763779528,0,0
5/15/2017 0:00,4,10,0.173228346,0,0
5/16/2017 0:00,4.5,16,0.047244094,0,0
5/17/2017 0:00,5.5,16,0,0,0
5/18/2017 0:00,1.5,18,0,0,0
5/20/2017 0:00,2,22,0,0,0
5/21/2017 0:00,8.5,23,0,0,0
5/22/2017 0:00,9,20,0,0,0
5/23/2017 0:00,8,15,0.291338583,0,0
5/24/2017 0:00,4.5,19,0,0,0
5/25/2017 0:00,4.5,24,0,0,0
5/27/2017 0:00,5,26,0,0,0
5/29/2017 0:00,8,27,0,0,0
5/30/2017 0:00,6.5,25,0.157480315,0,0
5/31/2017 0:00,7.5,16,0.393700787,0,0
6/1/2017 0:00,7.5,18,0,0,0
6/3/2017 0:00,5.5,14,0,0,0
6/5/2017 0:00,5,16.5,0,0,0
6/6/2017 0:00,8,23.5,0,0,0
6/7/2017 0:00,6.5,29,0,0,0
6/8/2017 0:00,15,25,0.826771654,0,0
6/10/2017 0:00,6,18,0,0,0
6/12/2017 0:00,5,18,0,0,0
6/13/2017 0:00,3,17.5,0,0,0
6/14/2017 0:00,3,18,0,0,0
6/15/2017 0:00,4.5,13,0.173228346,0,0
6/17/2017 0:00,0,18,0,0,0
6/19/2017 0:00,11,18,0.078740157,0,0
6/20/2017 0:00,8,15.5,0,0,0
6/21/2017 0:00,2.5,15,0,0,0
6/22/2017 0:00,1.5,20.5,0,0,0
6/24/2017 0:00,10,24,0,0,0
6/26/2017 0:00,5,15,0.244094488,0,0
6/27/2017 0:00,4.5,19.5,0,0,0
6/28/2017 0:00,7,26,0,0,0
6/29/2017 0:00,10.5,27,0,0,0
7/1/2017 0:00,8,22.5,0,0,0
7/2/2017 0:00,11,22,0,0,0
7/4/2017 0:00,3,20,0,0,0
7/5/2017 0:00,2.5,26,0,0,0
7/6/2017 0:00,5,30,0,0,0
7/8/2017 0:00,6,25,0,0,0
7/10/2017 0:00,1.5,20.5,0,0,0
7/11/2017 0:00,5.5,19,0.078740157,0,0
7/12/2017 0:00,10,20,0.141732283,0,0
7/13/2017 0:00,11,19,0.047244094,0,0
7/15/2017 0:00,7,19,0,0,0
7/16/2017 0:00,7,17,0,0,0
7/17/2017 0:00,6.5,20,0,0,0
7/18/2017 0:00,3.5,25.5,0,0,0
7/19/2017 0:00,4,27,0,0,0
7/20/2017 0:00,6,22,0,0,0
7/22/2017 0:00,10,20,0,0,0
7/24/2017 0:00,6,26.5,0,0,0
7/27/2017 0:00,8,21,0,0,0
7/29/2017 0:00,10.5,22,0,0,0
7/31/2017 0:00,4.5,23,0,0,0
8/1/2017 0:00,3.5,27.5,0,0,0
8/2/2017 0:00,5.5,31.5,0,0,0
8/3/2017 0:00,8,29,0,0,0
8/5/2017 0:00,7,30,0,0,0
8/6/2017 0:00,8,31,0,0,0
8/8/2017 0:00,9,29,0,0,0
8/9/2017 0:00,8.5,29.5,0,0,0
8/10/2017 0:00,10,31.5,0,0,0
8/12/2017 0:00,7.5,25,0,0,0
8/14/2017 0:00,8,20,0,0,0
8/15/2017 0:00,8,19,0,0,0
8/16/2017 0:00,10.5,20,0,0,0
8/17/2017 0:00,6,20,0,0,0
8/19/2017 0:00,3,15,0,0,0
8/21/2017 0:00,11,25,0,0,0
8/22/2017 0:00,7,24.5,0,0,0
8/23/2017 0:00,6,24.5,0,0,0
8/24/2017 0:00,8.5,18,0.039370079,0,0
8/26/2017 0:00,11,20,0,0,0
8/28/2017 0:00,10.5,24,0,0,0
8/29/2017 0:00,5,25,0,0,0
8/30/2017 0:00,9,24.5,0,0,0
8/31/2017 0:00,6,20,0,0,0
9/2/2017 0:00,10,18,0,0,0
9/3/2017 0:00,7,23,0,0,0
9/5/2017 0:00,4.5,29.5,0,0,0
9/6/2017 0:00,7,27,0,0,0
9/7/2017 0:00,12,21,0,0,0
9/9/2017 0:00,6,18,0,0,0
9/11/2017 0:00,9.5,18,0,0,0
9/12/2017 0:00,3.5,17,0,0,0
9/13/2017 0:00,-1.5,17.5,0,0,0
9/14/2017 0:00,-2,20,0,0,0
9/16/2017 0:00,1,20,0,0,0
9/18/2017 0:00,-2,14,0,0,0
9/19/2017 0:00,1.5,14,0.070866142,0,0
9/20/2017 0:00,6,14,0,0,0
9/21/2017 0:00,2,18,0.039370079,0,0
9/23/2017 0:00,7,13,0,0,0
9/25/2017 0:00,9,18,0,0,0
9/26/2017 0:00,9,18.5,0,0,0
9/27/2017 0:00,6.5,22,0,0,0
9/28/2017 0:00,7,18,0,0,0
9/30/2017 0:00,-1,12,0,0,0
10/1/2017 0:00,-1,12,0,0,0
10/2/2017 0:00,-3.5,12,0,0,0
10/3/2017 0:00,-6,12,0,0,0
10/4/2017 0:00,-3,18,0,0,0
10/5/2017 0:00,-5,19,0,0,0
10/7/2017 0:00,0,8,0,0,0
10/8/2017 0:00,-1,10,0,0,0
10/10/2017 0:00,-1,8.5,0,0,0
10/11/2017 0:00,-2,6.5,0.102362205,0,0
10/12/2017 0:00,0.5,7,0,0,0
10/14/2017 0:00,1,12.5,0,0,0
10/16/2017 0:00,2,3.5,0.688976378,0,0
10/17/2017 0:00,0,8,0.090551181,0,0
10/18/2017 0:00,0,6,0,0,0
10/19/2017 0:00,0,10,0,0,0
10/21/2017 0:00,-4,2,0,0,0
10/22/2017 0:00,-2,6,0,0,0
10/23/2017 0:00,-2,12,0.322834646,0,0
10/24/2017 0:00,3.5,6.5,1.968503937,0,0
10/25/2017 0:00,1.5,9.5,0,0,0
10/26/2017 0:00,-1,5,0,0,0
10/28/2017 0:00,2,9.5,0,0,0
10/30/2017 0:00,-6,5.5,0,0,0
10/31/2017 0:00,-3,12,0,0,0
11/1/2017 0:00,-1,2,0,0,0
11/2/2017 0:00,-9.5,-3,0,0,0
11/4/2017 0:00,-12.5,-4,0,0,0
11/6/2017 0:00,-16,-4.5,0,0,0
11/7/2017 0:00,-6,-1,0,0,4.724
11/8/2017 0:00,-4.5,-1,0,0,4.331
